sigma,filename,beam_width,base_heuristic,length_normal,length_prob,delta_length,time_s_normal,time_s_prob,delta_time
sigma-2,mglcs_5_200_2_8.txt,10,h2,4.0,4.0,0.0,0.0006,0.0328,0.0322
sigma-2,mglcs_5_200_2_8.txt,10,h3,4.0,4.0,0.0,0.0004,0.0466,0.046200000000000005
sigma-2,mglcs_5_200_2_8.txt,10,h4,4.0,4.0,0.0,0.0005,0.0475,0.047
sigma-2,mglcs_5_200_2_8.txt,10,h5,4.0,4.0,0.0,0.0008,0.0942,0.09340000000000001
sigma-2,mglcs_5_200_2_8.txt,10,h6,4.0,4.0,0.0,0.0004,0.0394,0.039
sigma-2,mglcs_5_200_2_8.txt,10,h7,4.0,4.0,0.0,0.0005,0.0447,0.044199999999999996
sigma-2,mglcs_5_200_2_9.txt,10,h1,10.0,10.0,0.0,0.0034,0.1996,0.1962
sigma-2,mglcs_5_200_2_9.txt,10,h2,10.0,10.0,0.0,0.0018,0.1729,0.1711
sigma-2,mglcs_5_200_2_9.txt,10,h3,10.0,10.0,0.0,0.0017,0.1682,0.16649999999999998
sigma-2,mglcs_5_200_2_9.txt,10,h4,10.0,10.0,0.0,0.0018,0.1856,0.1838
sigma-2,mglcs_5_200_2_9.txt,10,h5,10.0,5.0,-5.0,0.0029,0.2909,0.288
sigma-2,mglcs_5_200_2_9.txt,10,h6,10.0,10.0,0.0,0.0036,0.2508,0.24720000000000003
sigma-2,mglcs_5_200_2_9.txt,10,h7,10.0,10.0,0.0,0.002,0.1491,0.1471
sigma-2,mglcs_5_50_2_0.txt,10,h1,5.0,5.0,0.0,0.0002,0.0178,0.0176
sigma-2,mglcs_5_50_2_0.txt,10,h2,5.0,1.0,-4.0,0.0003,0.0098,0.0095
sigma-2,mglcs_5_50_2_0.txt,10,h3,5.0,5.0,0.0,0.0002,0.0256,0.025400000000000002
sigma-2,mglcs_5_50_2_0.txt,10,h4,5.0,5.0,0.0,0.0003,0.0295,0.029199999999999997
sigma-2,mglcs_5_50_2_0.txt,10,h5,5.0,5.0,0.0,0.0005,0.0427,0.0422
sigma-2,mglcs_5_50_2_0.txt,10,h6,5.0,5.0,0.0,0.0002,0.0223,0.0221
sigma-2,mglcs_5_50_2_0.txt,10,h7,5.0,1.0,-4.0,0.0003,0.0101,0.0098
sigma-2,mglcs_5_50_2_1.txt,10,h1,2.0,2.0,0.0,0.0002,0.0139,0.013699999999999999
sigma-2,mglcs_5_50_2_1.txt,10,h2,2.0,2.0,0.0,0.0001,0.0114,0.011300000000000001
sigma-2,mglcs_5_50_2_1.txt,10,h3,2.0,2.0,0.0,0.0002,0.0138,0.0136
sigma-2,mglcs_5_50_2_1.txt,10,h4,2.0,2.0,0.0,0.0002,0.0129,0.0127
sigma-2,mglcs_5_50_2_1.txt,10,h5,2.0,2.0,0.0,0.0003,0.0222,0.0219
sigma-2,mglcs_5_50_2_1.txt,10,h6,2.0,2.0,0.0,0.0001,0.011,0.0109
sigma-2,mglcs_5_50_2_1.txt,10,h7,2.0,2.0,0.0,0.0001,0.0115,0.0114
sigma-2,mglcs_5_50_2_2.txt,10,h1,6.0,6.0,0.0,0.0004,0.0475,0.0471
sigma-2,mglcs_5_50_2_2.txt,10,h2,6.0,6.0,0.0,0.0004,0.0543,0.0539
sigma-2,mglcs_5_50_2_2.txt,10,h3,6.0,6.0,0.0,0.0005,0.046,0.0455
sigma-2,mglcs_5_50_2_2.txt,10,h4,6.0,6.0,0.0,0.0004,0.0495,0.049100000000000005
sigma-2,mglcs_5_50_2_2.txt,10,h5,6.0,6.0,0.0,0.0011,0.1305,0.12940000000000002
sigma-2,mglcs_5_50_2_2.txt,10,h6,6.0,6.0,0.0,0.0007,0.0852,0.08449999999999999
sigma-2,mglcs_5_50_2_2.txt,10,h7,6.0,6.0,0.0,0.0007,0.0947,0.094
sigma-2,mglcs_5_50_2_3.txt,10,h1,3.0,3.0,0.0,0.0003,0.0305,0.030199999999999998
sigma-2,mglcs_5_50_2_3.txt,10,h2,3.0,3.0,0.0,0.0003,0.0358,0.0355
sigma-2,mglcs_5_50_2_3.txt,10,h3,3.0,3.0,0.0,0.0002,0.031,0.0308
sigma-2,mglcs_5_50_2_3.txt,10,h4,3.0,3.0,0.0,0.0004,0.0336,0.0332
sigma-2,mglcs_5_50_2_3.txt,10,h5,3.0,3.0,0.0,0.0006,0.0637,0.0631
sigma-2,mglcs_5_50_2_3.txt,10,h6,3.0,3.0,0.0,0.0004,0.0339,0.0335
sigma-2,mglcs_5_50_2_3.txt,10,h7,3.0,3.0,0.0,0.0004,0.0364,0.036000000000000004
sigma-2,mglcs_5_50_2_4.txt,10,h1,14.0,14.0,0.0,0.0007,0.0815,0.0808
sigma-2,mglcs_5_50_2_4.txt,10,h2,14.0,14.0,0.0,0.0009,0.0252,0.0243
sigma-2,mglcs_5_50_2_4.txt,10,h3,14.0,14.0,0.0,0.0008,0.0784,0.0776
sigma-2,mglcs_5_50_2_4.txt,10,h4,14.0,14.0,0.0,0.0006,0.0669,0.0663
sigma-2,mglcs_5_50_2_4.txt,10,h5,14.0,14.0,0.0,0.0011,0.1461,0.14500000000000002
sigma-2,mglcs_5_50_2_4.txt,10,h6,14.0,14.0,0.0,0.0007,0.1166,0.11589999999999999
sigma-2,mglcs_5_50_2_4.txt,10,h7,14.0,14.0,0.0,0.0006,0.0438,0.043199999999999995
sigma-2,mglcs_5_50_2_5.txt,10,h1,2.0,2.0,0.0,0.0002,0.0197,0.0195
sigma-2,mglcs_5_50_2_5.txt,10,h2,2.0,1.0,-1.0,0.0002,0.0166,0.0164
sigma-2,mglcs_5_50_2_5.txt,10,h3,2.0,2.0,0.0,0.0002,0.0212,0.021
sigma-2,mglcs_5_50_2_5.txt,10,h4,2.0,2.0,0.0,0.0003,0.0278,0.027499999999999997
sigma-2,mglcs_5_50_2_5.txt,10,h5,2.0,2.0,0.0,0.0005,0.0263,0.0258
sigma-2,mglcs_5_50_2_5.txt,10,h6,2.0,2.0,0.0,0.0003,0.0222,0.0219
sigma-2,mglcs_5_50_2_5.txt,10,h7,2.0,1.0,-1.0,0.0002,0.0132,0.013
sigma-2,mglcs_5_50_2_6.txt,10,h1,4.0,4.0,0.0,0.0005,0.0316,0.031100000000000003
sigma-2,mglcs_5_50_2_6.txt,10,h2,4.0,4.0,0.0,0.0004,0.0379,0.037500000000000006
sigma-2,mglcs_5_50_2_6.txt,10,h3,4.0,4.0,0.0,0.0004,0.0327,0.0323
sigma-2,mglcs_5_50_2_6.txt,10,h4,4.0,4.0,0.0,0.0004,0.0319,0.0315
sigma-2,mglcs_5_50_2_6.txt,10,h5,4.0,4.0,0.0,0.0005,0.0645,0.064
sigma-2,mglcs_5_50_2_6.txt,10,h6,4.0,4.0,0.0,0.0003,0.0293,0.028999999999999998
sigma-2,mglcs_5_50_2_6.txt,10,h7,4.0,4.0,0.0,0.0004,0.0399,0.0395
sigma-2,mglcs_5_50_2_7.txt,10,h1,7.0,7.0,0.0,0.0004,0.0411,0.0407
sigma-2,mglcs_5_50_2_7.txt,10,h2,7.0,7.0,0.0,0.0005,0.0561,0.0556
sigma-2,mglcs_5_50_2_7.txt,10,h3,7.0,7.0,0.0,0.0005,0.0433,0.0428
sigma-2,mglcs_5_50_2_7.txt,10,h4,7.0,7.0,0.0,0.0005,0.0574,0.0569
sigma-2,mglcs_5_50_2_7.txt,10,h5,7.0,7.0,0.0,0.0008,0.0693,0.0685
sigma-2,mglcs_5_50_2_7.txt,10,h6,7.0,7.0,0.0,0.0004,0.0458,0.0454
sigma-2,mglcs_5_50_2_7.txt,10,h7,7.0,7.0,0.0,0.0004,0.0619,0.0615
sigma-2,mglcs_5_50_2_8.txt,10,h1,4.0,4.0,0.0,0.0003,0.0297,0.0294
sigma-2,mglcs_5_50_2_8.txt,10,h2,4.0,4.0,0.0,0.0004,0.0318,0.031400000000000004
sigma-2,mglcs_5_50_2_8.txt,10,h3,4.0,4.0,0.0,0.0003,0.0345,0.0342
sigma-2,mglcs_5_50_2_8.txt,10,h4,4.0,4.0,0.0,0.0004,0.0354,0.035
sigma-2,mglcs_5_50_2_8.txt,10,h5,4.0,4.0,0.0,0.0006,0.0586,0.057999999999999996
sigma-2,mglcs_5_50_2_8.txt,10,h6,4.0,4.0,0.0,0.0004,0.0341,0.0337
sigma-2,mglcs_5_50_2_8.txt,10,h7,4.0,4.0,0.0,0.0003,0.0318,0.0315
sigma-2,mglcs_5_50_2_9.txt,10,h1,1.0,1.0,0.0,0.0002,0.014,0.0138
sigma-2,mglcs_5_50_2_9.txt,10,h2,1.0,1.0,0.0,0.0002,0.0114,0.0112
sigma-2,mglcs_5_50_2_9.txt,10,h3,1.0,1.0,0.0,0.0001,0.0136,0.0135
sigma-2,mglcs_5_50_2_9.txt,10,h4,1.0,1.0,0.0,0.0002,0.0152,0.015
sigma-2,mglcs_5_50_2_9.txt,10,h5,1.0,1.0,0.0,0.0003,0.0211,0.0208
sigma-2,mglcs_5_50_2_9.txt,10,h6,1.0,1.0,0.0,0.0002,0.0107,0.010499999999999999
sigma-2,mglcs_5_50_2_9.txt,10,h7,1.0,1.0,0.0,0.0001,0.0131,0.013000000000000001
sigma-4,mglcs_10_100_4_0.txt,10,h1,2.0,2.0,0.0,0.0008,0.0732,0.0724
sigma-4,mglcs_10_100_4_0.txt,10,h2,2.0,2.0,0.0,0.0009,0.0843,0.0834
sigma-4,mglcs_10_100_4_0.txt,10,h3,2.0,2.0,0.0,0.0007,0.0735,0.07279999999999999
sigma-4,mglcs_10_100_4_0.txt,10,h4,2.0,2.0,0.0,0.0006,0.0792,0.0786
sigma-4,mglcs_10_100_4_0.txt,10,h5,2.0,2.0,0.0,0.0013,0.1454,0.1441
sigma-4,mglcs_10_100_4_0.txt,10,h6,2.0,2.0,0.0,0.0006,0.0712,0.0706
sigma-4,mglcs_10_100_4_0.txt,10,h7,2.0,2.0,0.0,0.0006,0.0771,0.0765
sigma-4,mglcs_10_100_4_1.txt,10,h1,3.0,3.0,0.0,0.0007,0.09,0.08929999999999999
sigma-4,mglcs_10_100_4_1.txt,10,h2,3.0,3.0,0.0,0.0007,0.0863,0.0856
sigma-4,mglcs_10_100_4_1.txt,10,h3,3.0,3.0,0.0,0.0007,0.0819,0.0812
sigma-4,mglcs_10_100_4_1.txt,10,h4,3.0,3.0,0.0,0.0008,0.1083,0.1075
sigma-4,mglcs_10_100_4_1.txt,10,h5,3.0,3.0,0.0,0.0014,0.1487,0.1473
sigma-4,mglcs_10_100_4_1.txt,10,h6,3.0,3.0,0.0,0.0007,0.1114,0.11069999999999999
sigma-4,mglcs_10_100_4_1.txt,10,h7,3.0,3.0,0.0,0.0015,0.1254,0.12390000000000001
sigma-4,mglcs_10_100_4_2.txt,10,h1,3.0,3.0,0.0,0.0007,0.0925,0.09179999999999999
sigma-4,mglcs_10_100_4_2.txt,10,h2,3.0,3.0,0.0,0.0007,0.0609,0.060200000000000004
sigma-4,mglcs_10_100_4_2.txt,10,h3,3.0,3.0,0.0,0.0008,0.0751,0.0743
sigma-4,mglcs_10_100_4_2.txt,10,h4,3.0,3.0,0.0,0.0007,0.0814,0.0807
sigma-4,mglcs_10_100_4_2.txt,10,h5,3.0,3.0,0.0,0.0012,0.0995,0.0983
sigma-4,mglcs_10_100_4_2.txt,10,h6,3.0,3.0,0.0,0.0007,0.0796,0.0789
sigma-4,mglcs_10_100_4_2.txt,10,h7,3.0,3.0,0.0,0.0007,0.065,0.0643
sigma-4,mglcs_10_100_4_3.txt,10,h1,2.0,2.0,0.0,0.0008,0.0746,0.0738
sigma-4,mglcs_10_100_4_3.txt,10,h2,2.0,2.0,0.0,0.0007,0.0606,0.0599
sigma-4,mglcs_10_100_4_3.txt,10,h3,2.0,2.0,0.0,0.0007,0.0698,0.0691
sigma-4,mglcs_10_100_4_3.txt,10,h4,2.0,2.0,0.0,0.0006,0.0691,0.06849999999999999
sigma-4,mglcs_10_100_4_3.txt,10,h5,2.0,2.0,0.0,0.0012,0.0913,0.0901
sigma-4,mglcs_10_100_4_3.txt,10,h6,2.0,2.0,0.0,0.0006,0.0673,0.0667
sigma-4,mglcs_10_100_4_3.txt,10,h7,2.0,2.0,0.0,0.0008,0.059,0.058199999999999995
sigma-4,mglcs_10_100_4_4.txt,10,h1,1.0,1.0,0.0,0.0006,0.0522,0.0516
sigma-4,mglcs_10_100_4_4.txt,10,h2,1.0,1.0,0.0,0.0005,0.0597,0.0592
sigma-4,mglcs_10_100_4_4.txt,10,h3,1.0,1.0,0.0,0.0005,0.0599,0.0594
sigma-4,mglcs_10_100_4_4.txt,10,h4,1.0,1.0,0.0,0.0005,0.0627,0.062200000000000005
sigma-4,mglcs_10_100_4_4.txt,10,h5,1.0,1.0,0.0,0.0012,0.0917,0.0905
sigma-4,mglcs_10_100_4_4.txt,10,h6,1.0,1.0,0.0,0.0006,0.0477,0.047099999999999996
sigma-4,mglcs_10_100_4_4.txt,10,h7,1.0,1.0,0.0,0.0006,0.057,0.0564
sigma-4,mglcs_10_100_4_5.txt,10,h1,4.0,4.0,0.0,0.0011,0.0877,0.0866
sigma-4,mglcs_10_100_4_5.txt,10,h2,4.0,4.0,0.0,0.0008,0.0889,0.08810000000000001
sigma-4,mglcs_10_100_4_5.txt,10,h3,4.0,4.0,0.0,0.0007,0.0761,0.0754
sigma-4,mglcs_10_100_4_5.txt,10,h4,4.0,4.0,0.0,0.0009,0.1032,0.1023
sigma-4,mglcs_10_100_4_5.txt,10,h5,4.0,4.0,0.0,0.0012,0.2123,0.21109999999999998
sigma-4,mglcs_10_100_4_5.txt,10,h6,4.0,4.0,0.0,0.0006,0.0735,0.07289999999999999
sigma-4,mglcs_10_100_4_5.txt,10,h7,4.0,2.0,-2.0,0.001,0.079,0.078
sigma-4,mglcs_10_100_4_6.txt,10,h1,2.0,2.0,0.0,0.0004,0.047,0.0466
sigma-4,mglcs_10_100_4_6.txt,10,h2,2.0,1.0,-1.0,0.0006,0.0441,0.0435
sigma-4,mglcs_10_100_4_6.txt,10,h3,2.0,2.0,0.0,0.0006,0.0505,0.0499
sigma-4,mglcs_10_100_4_6.txt,10,h4,2.0,2.0,0.0,0.0006,0.0591,0.058499999999999996
sigma-4,mglcs_10_100_4_6.txt,10,h5,2.0,2.0,0.0,0.001,0.0775,0.0765
sigma-4,mglcs_10_100_4_6.txt,10,h6,2.0,2.0,0.0,0.0006,0.0532,0.052599999999999994
sigma-4,mglcs_10_100_4_6.txt,10,h7,2.0,1.0,-1.0,0.0006,0.0438,0.043199999999999995
sigma-4,mglcs_10_100_4_7.txt,10,h1,1.0,1.0,0.0,0.0005,0.0456,0.0451
sigma-4,mglcs_10_100_4_7.txt,10,h2,1.0,1.0,0.0,0.001,0.0481,0.047099999999999996
sigma-4,mglcs_10_100_4_7.txt,10,h3,1.0,1.0,0.0,0.0009,0.042,0.041100000000000005
sigma-4,mglcs_10_100_4_7.txt,10,h4,1.0,1.0,0.0,0.0005,0.0454,0.0449
sigma-4,mglcs_10_100_4_7.txt,10,h5,1.0,1.0,0.0,0.0009,0.0716,0.0707
sigma-4,mglcs_10_100_4_7.txt,10,h6,1.0,1.0,0.0,0.0005,0.0462,0.0457
sigma-4,mglcs_10_100_4_7.txt,10,h7,1.0,1.0,0.0,0.0005,0.0447,0.044199999999999996
sigma-4,mglcs_10_100_4_8.txt,10,h1,2.0,2.0,0.0,0.0007,0.0612,0.0605
sigma-4,mglcs_10_100_4_8.txt,10,h2,2.0,2.0,0.0,0.0007,0.0848,0.0841
sigma-4,mglcs_10_100_4_8.txt,10,h3,2.0,2.0,0.0,0.0006,0.0549,0.054299999999999994
sigma-4,mglcs_10_100_4_8.txt,10,h4,2.0,2.0,0.0,0.0008,0.0764,0.0756
sigma-4,mglcs_10_100_4_8.txt,10,h5,2.0,2.0,0.0,0.0013,0.1232,0.12190000000000001
sigma-4,mglcs_10_100_4_8.txt,10,h6,2.0,2.0,0.0,0.0007,0.0573,0.0566
sigma-4,mglcs_10_100_4_8.txt,10,h7,2.0,2.0,0.0,0.0005,0.0715,0.071
sigma-4,mglcs_10_100_4_9.txt,10,h1,2.0,2.0,0.0,0.0006,0.0576,0.056999999999999995
sigma-4,mglcs_10_100_4_9.txt,10,h2,2.0,2.0,0.0,0.0007,0.0461,0.0454
sigma-4,mglcs_10_100_4_9.txt,10,h3,2.0,2.0,0.0,0.0006,0.0674,0.0668
sigma-4,mglcs_10_100_4_9.txt,10,h4,2.0,2.0,0.0,0.0007,0.0691,0.06839999999999999
sigma-4,mglcs_10_100_4_9.txt,10,h5,2.0,2.0,0.0,0.0013,0.0799,0.0786
sigma-4,mglcs_10_100_4_9.txt,10,h6,2.0,2.0,0.0,0.0005,0.0585,0.058
sigma-4,mglcs_10_100_4_9.txt,10,h7,2.0,2.0,0.0,0.0007,0.0504,0.0497
sigma-4,mglcs_10_200_4_0.txt,10,h1,2.0,2.0,0.0,0.0016,0.1024,0.1008
sigma-4,mglcs_10_200_4_0.txt,10,h2,2.0,2.0,0.0,0.0008,0.1148,0.114
sigma-4,mglcs_10_200_4_0.txt,10,h3,2.0,2.0,0.0,0.0007,0.0955,0.0948
sigma-4,mglcs_10_200_4_0.txt,10,h4,2.0,2.0,0.0,0.0009,0.104,0.1031
sigma-4,mglcs_10_200_4_0.txt,10,h5,2.0,2.0,0.0,0.0013,0.1205,0.1192
sigma-4,mglcs_10_200_4_0.txt,10,h6,2.0,2.0,0.0,0.0008,0.095,0.0942
sigma-4,mglcs_10_200_4_0.txt,10,h7,2.0,2.0,0.0,0.0008,0.1078,0.10700000000000001
sigma-4,mglcs_10_200_4_1.txt,10,h1,2.0,2.0,0.0,0.0007,0.0807,0.07999999999999999
sigma-4,mglcs_10_200_4_1.txt,10,h2,2.0,2.0,0.0,0.0007,0.0884,0.0877
sigma-4,mglcs_10_200_4_1.txt,10,h3,2.0,2.0,0.0,0.0007,0.0835,0.0828
sigma-4,mglcs_10_200_4_1.txt,10,h4,2.0,2.0,0.0,0.0008,0.0801,0.07930000000000001
sigma-4,mglcs_10_200_4_1.txt,10,h5,2.0,2.0,0.0,0.0011,0.11,0.1089
sigma-4,mglcs_10_200_4_1.txt,10,h6,2.0,2.0,0.0,0.0007,0.0821,0.0814
sigma-4,mglcs_10_200_4_1.txt,10,h7,2.0,2.0,0.0,0.0008,0.0945,0.0937
sigma-4,mglcs_10_200_4_2.txt,10,h1,2.0,2.0,0.0,0.0011,0.0837,0.08259999999999999
sigma-4,mglcs_10_200_4_2.txt,10,h2,2.0,2.0,0.0,0.0007,0.1108,0.11009999999999999
sigma-4,mglcs_10_200_4_2.txt,10,h3,2.0,2.0,0.0,0.0008,0.0871,0.0863
sigma-4,mglcs_10_200_4_2.txt,10,h4,2.0,2.0,0.0,0.0008,0.0816,0.08080000000000001
sigma-4,mglcs_10_200_4_2.txt,10,h5,2.0,2.0,0.0,0.0013,0.1431,0.1418
sigma-4,mglcs_10_200_4_2.txt,10,h6,2.0,2.0,0.0,0.0007,0.0826,0.0819
sigma-4,mglcs_10_200_4_2.txt,10,h7,2.0,2.0,0.0,0.0007,0.1031,0.10239999999999999
sigma-4,mglcs_10_200_4_3.txt,10,h1,2.0,2.0,0.0,0.0008,0.0798,0.079
sigma-4,mglcs_10_200_4_3.txt,10,h2,2.0,2.0,0.0,0.0007,0.093,0.0923
sigma-4,mglcs_10_200_4_3.txt,10,h3,2.0,2.0,0.0,0.0007,0.0788,0.07809999999999999
sigma-4,mglcs_10_200_4_3.txt,10,h4,2.0,2.0,0.0,0.0008,0.0837,0.0829
sigma-4,mglcs_10_200_4_3.txt,10,h5,2.0,2.0,0.0,0.0011,0.1243,0.12319999999999999
sigma-4,mglcs_10_200_4_3.txt,10,h6,2.0,2.0,0.0,0.0007,0.0841,0.08339999999999999
sigma-4,mglcs_10_200_4_3.txt,10,h7,2.0,2.0,0.0,0.0006,0.1006,0.09999999999999999
sigma-4,mglcs_10_200_4_4.txt,10,h1,2.0,2.0,0.0,0.0008,0.0817,0.0809
sigma-4,mglcs_10_200_4_4.txt,10,h2,2.0,2.0,0.0,0.0007,0.0761,0.0754
sigma-4,mglcs_10_200_4_4.txt,10,h3,2.0,2.0,0.0,0.0008,0.0876,0.0868
sigma-4,mglcs_10_200_4_4.txt,10,h4,2.0,2.0,0.0,0.0007,0.0989,0.0982
sigma-4,mglcs_10_200_4_4.txt,10,h5,2.0,2.0,0.0,0.0011,0.1064,0.10529999999999999
sigma-4,mglcs_10_200_4_4.txt,10,h6,2.0,2.0,0.0,0.0007,0.0811,0.0804
sigma-4,mglcs_10_200_4_4.txt,10,h7,2.0,2.0,0.0,0.0007,0.0764,0.07569999999999999
sigma-4,mglcs_10_200_4_5.txt,10,h1,4.0,4.0,0.0,0.0013,0.1848,0.1835
sigma-4,mglcs_10_200_4_5.txt,10,h2,4.0,2.0,-2.0,0.0017,0.1299,0.12819999999999998
sigma-4,mglcs_10_200_4_5.txt,10,h3,4.0,4.0,0.0,0.001,0.1212,0.1202
sigma-4,mglcs_10_200_4_5.txt,10,h4,4.0,4.0,0.0,0.0012,0.1371,0.1359
sigma-4,mglcs_10_200_4_5.txt,10,h5,4.0,4.0,0.0,0.0017,0.2286,0.2269
sigma-4,mglcs_10_200_4_5.txt,10,h6,4.0,4.0,0.0,0.001,0.1048,0.1038
sigma-4,mglcs_10_200_4_5.txt,10,h7,4.0,2.0,-2.0,0.0009,0.113,0.1121
sigma-4,mglcs_10_200_4_6.txt,10,h1,1.0,1.0,0.0,0.0007,0.0736,0.07289999999999999
sigma-4,mglcs_10_200_4_6.txt,10,h2,1.0,1.0,0.0,0.0008,0.0851,0.0843
sigma-4,mglcs_10_200_4_6.txt,10,h3,1.0,1.0,0.0,0.0007,0.0777,0.077
sigma-4,mglcs_10_200_4_6.txt,10,h4,1.0,1.0,0.0,0.0009,0.0791,0.0782
sigma-4,mglcs_10_200_4_6.txt,10,h5,1.0,1.0,0.0,0.0016,0.1227,0.1211
sigma-4,mglcs_10_200_4_6.txt,10,h6,1.0,1.0,0.0,0.0007,0.0778,0.07709999999999999
sigma-4,mglcs_10_200_4_6.txt,10,h7,1.0,1.0,0.0,0.0006,0.0753,0.0747
sigma-4,mglcs_10_200_4_7.txt,10,h1,1.0,1.0,0.0,0.0006,0.0693,0.0687
sigma-4,mglcs_10_200_4_7.txt,10,h2,1.0,1.0,0.0,0.0006,0.0748,0.0742
sigma-4,mglcs_10_200_4_7.txt,10,h3,1.0,1.0,0.0,0.0013,0.0707,0.0694
sigma-4,mglcs_10_200_4_7.txt,10,h4,1.0,1.0,0.0,0.0007,0.0762,0.0755
sigma-4,mglcs_10_200_4_7.txt,10,h5,1.0,1.0,0.0,0.0011,0.1086,0.1075
sigma-4,mglcs_10_200_4_7.txt,10,h6,1.0,1.0,0.0,0.0007,0.0779,0.07719999999999999
sigma-4,mglcs_10_200_4_7.txt,10,h7,1.0,1.0,0.0,0.0007,0.0801,0.0794
sigma-4,mglcs_10_200_4_8.txt,10,h1,3.0,3.0,0.0,0.0012,0.1137,0.11249999999999999
sigma-4,mglcs_10_200_4_8.txt,10,h2,3.0,3.0,0.0,0.0012,0.1661,0.1649
sigma-4,mglcs_10_200_4_8.txt,10,h3,3.0,3.0,0.0,0.0012,0.1152,0.11399999999999999
sigma-4,mglcs_10_200_4_8.txt,10,h4,3.0,3.0,0.0,0.001,0.0977,0.0967
sigma-4,mglcs_10_200_4_8.txt,10,h5,3.0,3.0,0.0,0.0018,0.1914,0.1896
sigma-4,mglcs_10_200_4_8.txt,10,h6,3.0,3.0,0.0,0.0009,0.1033,0.1024
sigma-4,mglcs_10_200_4_8.txt,10,h7,3.0,3.0,0.0,0.0009,0.1508,0.14989999999999998
sigma-4,mglcs_10_200_4_9.txt,10,h1,3.0,3.0,0.0,0.001,0.1167,0.1157
sigma-4,mglcs_10_200_4_9.txt,10,h2,3.0,3.0,0.0,0.0013,0.1148,0.1135
sigma-4,mglcs_10_200_4_9.txt,10,h3,3.0,3.0,0.0,0.0014,0.1218,0.12040000000000001
sigma-4,mglcs_10_200_4_9.txt,10,h4,3.0,3.0,0.0,0.0011,0.1289,0.1278
sigma-4,mglcs_10_200_4_9.txt,10,h5,3.0,3.0,0.0,0.0017,0.1812,0.1795
sigma-4,mglcs_10_200_4_9.txt,10,h6,3.0,3.0,0.0,0.0009,0.1154,0.1145
sigma-4,mglcs_10_200_4_9.txt,10,h7,3.0,3.0,0.0,0.001,0.1169,0.1159
sigma-4,mglcs_10_50_4_0.txt,10,h1,2.0,2.0,0.0,0.0002,0.0263,0.0261
sigma-4,mglcs_10_50_4_0.txt,10,h2,2.0,2.0,0.0,0.0004,0.0298,0.0294
sigma-4,mglcs_10_50_4_0.txt,10,h3,2.0,2.0,0.0,0.0004,0.0309,0.0305
sigma-4,mglcs_10_50_4_0.txt,10,h4,2.0,2.0,0.0,0.0003,0.036,0.035699999999999996
sigma-4,mglcs_10_50_4_0.txt,10,h5,2.0,2.0,0.0,0.0008,0.0438,0.043
sigma-4,mglcs_10_50_4_0.txt,10,h6,2.0,2.0,0.0,0.0002,0.0305,0.0303
sigma-4,mglcs_10_50_4_0.txt,10,h7,2.0,2.0,0.0,0.0004,0.0276,0.0272
sigma-4,mglcs_10_50_4_1.txt,10,h1,1.0,1.0,0.0,0.0002,0.026,0.0258
sigma-4,mglcs_10_50_4_1.txt,10,h2,1.0,1.0,0.0,0.0003,0.0302,0.0299
sigma-4,mglcs_10_50_4_1.txt,10,h3,1.0,1.0,0.0,0.0002,0.0282,0.028
sigma-4,mglcs_10_50_4_1.txt,10,h4,1.0,1.0,0.0,0.0004,0.0318,0.031400000000000004
sigma-4,mglcs_10_50_4_1.txt,10,h5,1.0,1.0,0.0,0.0012,0.0564,0.0552
sigma-4,mglcs_10_50_4_1.txt,10,h6,1.0,1.0,0.0,0.0007,0.0275,0.0268
sigma-4,mglcs_10_50_4_1.txt,10,h7,1.0,1.0,0.0,0.0004,0.0318,0.031400000000000004
sigma-4,mglcs_10_50_4_2.txt,10,h1,2.0,2.0,0.0,0.0004,0.0344,0.034
sigma-4,mglcs_10_50_4_2.txt,10,h2,2.0,1.0,-1.0,0.0004,0.0283,0.027899999999999998
sigma-4,mglcs_10_50_4_2.txt,10,h3,2.0,2.0,0.0,0.0005,0.0366,0.0361
sigma-4,mglcs_10_50_4_2.txt,10,h4,2.0,2.0,0.0,0.0006,0.0622,0.061599999999999995
sigma-4,mglcs_10_50_4_2.txt,10,h5,2.0,1.0,-1.0,0.0011,0.0773,0.07619999999999999
sigma-4,mglcs_10_50_4_2.txt,10,h6,2.0,2.0,0.0,0.0005,0.0506,0.0501
sigma-4,mglcs_10_50_4_2.txt,10,h7,2.0,1.0,-1.0,0.0006,0.0441,0.0435
sigma-4,mglcs_10_50_4_3.txt,10,h1,1.0,1.0,0.0,0.001,0.045,0.044
sigma-4,mglcs_10_50_4_3.txt,10,h2,1.0,1.0,0.0,0.0004,0.0465,0.0461
sigma-4,mglcs_10_50_4_3.txt,10,h3,1.0,1.0,0.0,0.0005,0.0452,0.0447
sigma-4,mglcs_10_50_4_3.txt,10,h4,1.0,1.0,0.0,0.0005,0.0486,0.0481
sigma-4,mglcs_10_50_4_3.txt,10,h5,1.0,1.0,0.0,0.0008,0.0765,0.0757
sigma-4,mglcs_10_50_4_3.txt,10,h6,1.0,1.0,0.0,0.0005,0.0426,0.0421
sigma-4,mglcs_10_50_4_3.txt,10,h7,1.0,1.0,0.0,0.0005,0.042,0.0415
sigma-4,mglcs_10_50_4_4.txt,10,h1,1.0,1.0,0.0,0.0005,0.0386,0.0381
sigma-4,mglcs_10_50_4_4.txt,10,h2,1.0,1.0,0.0,0.0005,0.0452,0.0447
